dataset,split,image_path,ex_path,he_path,ma_path,se_path,tjdr_ann_path
IDRID,train,IDRID/Original_Images/train/IDRiD_39.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_39_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_39_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_39_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_39_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_08.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_08_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_08_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_08_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_08_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_20.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_20_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_20_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_20_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_44.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_44_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_44_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_44_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_04.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_04_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_04_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_04_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_50.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_50_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_50_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_50_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_50_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_40.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_40_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_40_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_40_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_45.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_45_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_45_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_45_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_43.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_43_EX.tif,,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_43_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_05.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_05_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_05_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_05_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_02.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_02_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_02_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_02_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_17.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_17_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_17_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_17_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_17_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_21.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_21_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_21_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_21_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_22.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_22_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_22_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_22_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_22_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_31.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_31_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_31_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_31_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_31_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_34.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_34_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_34_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_34_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_14.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_14_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_14_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_14_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_14_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_16.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_16_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_16_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_16_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_10.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_10_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_10_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_10_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_18.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_18_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_18_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_18_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_18_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_29.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_29_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_29_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_29_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_41.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_41_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_41_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_41_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_23.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_23_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_23_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_23_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_23_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_07.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_07_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_07_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_07_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_27.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_27_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_27_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_27_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_37.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_37_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_37_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_37_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_53.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_53_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_53_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_53_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_53_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_01.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_01_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_01_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_01_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_30.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_30_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_30_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_30_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_30_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_49.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_49_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_49_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_49_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_49_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_36.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_36_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_36_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_36_MA.tif,,
IDRID,train,IDRID/Original_Images/train/IDRiD_52.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_52_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_52_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_52_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_52_SE.tif,
IDRID,train,IDRID/Original_Images/train/IDRiD_13.jpg,IDRID/Segmentation_Groundtruths/train/3. Hard Exudates/IDRiD_13_EX.tif,IDRID/Segmentation_Groundtruths/train/2. Haemorrhages/IDRiD_13_HE.tif,IDRID/Segmentation_Groundtruths/train/1. Microaneurysms/IDRiD_13_MA.tif,IDRID/Segmentation_Groundtruths/train/4. Soft Exudates/IDRiD_13_SE.tif,
