dataset,split,image_path,ex_path,he_path,ma_path,se_path,tjdr_ann_path
DDR,train,DDR-SEGMENTATION/train/image/007-3787-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3787-200.tif,DDR-SEGMENTATION/train/label/HE/007-3787-200.tif,DDR-SEGMENTATION/train/label/MA/007-3787-200.tif,DDR-SEGMENTATION/train/label/SE/007-3787-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6505-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6505-400.tif,DDR-SEGMENTATION/train/label/HE/007-6505-400.tif,DDR-SEGMENTATION/train/label/MA/007-6505-400.tif,DDR-SEGMENTATION/train/label/SE/007-6505-400.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4244-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4244-200.tif,DDR-SEGMENTATION/train/label/HE/007-4244-200.tif,DDR-SEGMENTATION/train/label/MA/007-4244-200.tif,DDR-SEGMENTATION/train/label/SE/007-4244-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/20170517171512703.jpg,DDR-SEGMENTATION/train/label/EX/20170517171512703.tif,DDR-SEGMENTATION/train/label/HE/20170517171512703.tif,DDR-SEGMENTATION/train/label/MA/20170517171512703.tif,DDR-SEGMENTATION/train/label/SE/20170517171512703.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4038-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4038-200.tif,DDR-SEGMENTATION/train/label/HE/007-4038-200.tif,DDR-SEGMENTATION/train/label/MA/007-4038-200.tif,DDR-SEGMENTATION/train/label/SE/007-4038-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2326-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2326-100.tif,DDR-SEGMENTATION/train/label/HE/007-2326-100.tif,DDR-SEGMENTATION/train/label/MA/007-2326-100.tif,DDR-SEGMENTATION/train/label/SE/007-2326-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170629163635747.jpg,DDR-SEGMENTATION/valid/label/EX/20170629163635747.tif,DDR-SEGMENTATION/valid/label/HE/20170629163635747.tif,DDR-SEGMENTATION/valid/label/MA/20170629163635747.tif,DDR-SEGMENTATION/valid/label/SE/20170629163635747.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4224-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4224-200.tif,DDR-SEGMENTATION/train/label/HE/007-4224-200.tif,DDR-SEGMENTATION/train/label/MA/007-4224-200.tif,DDR-SEGMENTATION/train/label/SE/007-4224-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5883-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5883-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5883-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5883-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5883-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4568-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4568-200.tif,DDR-SEGMENTATION/train/label/HE/007-4568-200.tif,DDR-SEGMENTATION/train/label/MA/007-4568-200.tif,DDR-SEGMENTATION/train/label/SE/007-4568-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3485-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3485-200.tif,DDR-SEGMENTATION/train/label/HE/007-3485-200.tif,DDR-SEGMENTATION/train/label/MA/007-3485-200.tif,DDR-SEGMENTATION/train/label/SE/007-3485-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-7176-400.jpg,DDR-SEGMENTATION/valid/label/EX/007-7176-400.tif,DDR-SEGMENTATION/valid/label/HE/007-7176-400.tif,DDR-SEGMENTATION/valid/label/MA/007-7176-400.tif,DDR-SEGMENTATION/valid/label/SE/007-7176-400.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3445-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3445-200.tif,DDR-SEGMENTATION/train/label/HE/007-3445-200.tif,DDR-SEGMENTATION/train/label/MA/007-3445-200.tif,DDR-SEGMENTATION/train/label/SE/007-3445-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2769-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2769-100.tif,DDR-SEGMENTATION/train/label/HE/007-2769-100.tif,DDR-SEGMENTATION/train/label/MA/007-2769-100.tif,DDR-SEGMENTATION/train/label/SE/007-2769-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2067-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2067-100.tif,DDR-SEGMENTATION/train/label/HE/007-2067-100.tif,DDR-SEGMENTATION/train/label/MA/007-2067-100.tif,DDR-SEGMENTATION/train/label/SE/007-2067-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4585-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4585-200.tif,DDR-SEGMENTATION/train/label/HE/007-4585-200.tif,DDR-SEGMENTATION/train/label/MA/007-4585-200.tif,DDR-SEGMENTATION/train/label/SE/007-4585-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5530-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5530-300.tif,DDR-SEGMENTATION/train/label/HE/007-5530-300.tif,DDR-SEGMENTATION/train/label/MA/007-5530-300.tif,DDR-SEGMENTATION/train/label/SE/007-5530-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3553-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3553-200.tif,DDR-SEGMENTATION/train/label/HE/007-3553-200.tif,DDR-SEGMENTATION/train/label/MA/007-3553-200.tif,DDR-SEGMENTATION/train/label/SE/007-3553-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2297-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2297-100.tif,DDR-SEGMENTATION/train/label/HE/007-2297-100.tif,DDR-SEGMENTATION/train/label/MA/007-2297-100.tif,DDR-SEGMENTATION/train/label/SE/007-2297-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2079-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2079-100.tif,DDR-SEGMENTATION/train/label/HE/007-2079-100.tif,DDR-SEGMENTATION/train/label/MA/007-2079-100.tif,DDR-SEGMENTATION/train/label/SE/007-2079-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3416-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3416-200.tif,DDR-SEGMENTATION/train/label/HE/007-3416-200.tif,DDR-SEGMENTATION/train/label/MA/007-3416-200.tif,DDR-SEGMENTATION/train/label/SE/007-3416-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2365-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2365-100.tif,DDR-SEGMENTATION/train/label/HE/007-2365-100.tif,DDR-SEGMENTATION/train/label/MA/007-2365-100.tif,DDR-SEGMENTATION/train/label/SE/007-2365-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5797-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5797-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5797-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5797-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5797-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3571-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3571-200.tif,DDR-SEGMENTATION/train/label/HE/007-3571-200.tif,DDR-SEGMENTATION/train/label/MA/007-3571-200.tif,DDR-SEGMENTATION/train/label/SE/007-3571-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-3040-100.jpg,DDR-SEGMENTATION/valid/label/EX/007-3040-100.tif,DDR-SEGMENTATION/valid/label/HE/007-3040-100.tif,DDR-SEGMENTATION/valid/label/MA/007-3040-100.tif,DDR-SEGMENTATION/valid/label/SE/007-3040-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2155-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2155-100.tif,DDR-SEGMENTATION/train/label/HE/007-2155-100.tif,DDR-SEGMENTATION/train/label/MA/007-2155-100.tif,DDR-SEGMENTATION/train/label/SE/007-2155-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4319-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4319-200.tif,DDR-SEGMENTATION/train/label/HE/007-4319-200.tif,DDR-SEGMENTATION/train/label/MA/007-4319-200.tif,DDR-SEGMENTATION/train/label/SE/007-4319-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170505100939670.jpg,DDR-SEGMENTATION/valid/label/EX/20170505100939670.tif,DDR-SEGMENTATION/valid/label/HE/20170505100939670.tif,DDR-SEGMENTATION/valid/label/MA/20170505100939670.tif,DDR-SEGMENTATION/valid/label/SE/20170505100939670.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170502000228274.jpg,DDR-SEGMENTATION/valid/label/EX/20170502000228274.tif,DDR-SEGMENTATION/valid/label/HE/20170502000228274.tif,DDR-SEGMENTATION/valid/label/MA/20170502000228274.tif,DDR-SEGMENTATION/valid/label/SE/20170502000228274.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5882-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5882-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5882-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5882-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5882-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5851-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5851-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5851-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5851-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5851-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-2846-100.jpg,DDR-SEGMENTATION/valid/label/EX/007-2846-100.tif,DDR-SEGMENTATION/valid/label/HE/007-2846-100.tif,DDR-SEGMENTATION/valid/label/MA/007-2846-100.tif,DDR-SEGMENTATION/valid/label/SE/007-2846-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2378-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2378-100.tif,DDR-SEGMENTATION/train/label/HE/007-2378-100.tif,DDR-SEGMENTATION/train/label/MA/007-2378-100.tif,DDR-SEGMENTATION/train/label/SE/007-2378-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-2983-100.jpg,DDR-SEGMENTATION/valid/label/EX/007-2983-100.tif,DDR-SEGMENTATION/valid/label/HE/007-2983-100.tif,DDR-SEGMENTATION/valid/label/MA/007-2983-100.tif,DDR-SEGMENTATION/valid/label/SE/007-2983-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-1909-100.jpg,DDR-SEGMENTATION/train/label/EX/007-1909-100.tif,DDR-SEGMENTATION/train/label/HE/007-1909-100.tif,DDR-SEGMENTATION/train/label/MA/007-1909-100.tif,DDR-SEGMENTATION/train/label/SE/007-1909-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2343-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2343-100.tif,DDR-SEGMENTATION/train/label/HE/007-2343-100.tif,DDR-SEGMENTATION/train/label/MA/007-2343-100.tif,DDR-SEGMENTATION/train/label/SE/007-2343-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170503090730862.jpg,DDR-SEGMENTATION/valid/label/EX/20170503090730862.tif,DDR-SEGMENTATION/valid/label/HE/20170503090730862.tif,DDR-SEGMENTATION/valid/label/MA/20170503090730862.tif,DDR-SEGMENTATION/valid/label/SE/20170503090730862.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2763-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2763-100.tif,DDR-SEGMENTATION/train/label/HE/007-2763-100.tif,DDR-SEGMENTATION/train/label/MA/007-2763-100.tif,DDR-SEGMENTATION/train/label/SE/007-2763-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2401-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2401-100.tif,DDR-SEGMENTATION/train/label/HE/007-2401-100.tif,DDR-SEGMENTATION/train/label/MA/007-2401-100.tif,DDR-SEGMENTATION/train/label/SE/007-2401-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5285-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5285-300.tif,DDR-SEGMENTATION/train/label/HE/007-5285-300.tif,DDR-SEGMENTATION/train/label/MA/007-5285-300.tif,DDR-SEGMENTATION/train/label/SE/007-5285-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4571-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4571-200.tif,DDR-SEGMENTATION/train/label/HE/007-4571-200.tif,DDR-SEGMENTATION/train/label/MA/007-4571-200.tif,DDR-SEGMENTATION/train/label/SE/007-4571-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2574-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2574-100.tif,DDR-SEGMENTATION/train/label/HE/007-2574-100.tif,DDR-SEGMENTATION/train/label/MA/007-2574-100.tif,DDR-SEGMENTATION/train/label/SE/007-2574-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2788-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2788-100.tif,DDR-SEGMENTATION/train/label/HE/007-2788-100.tif,DDR-SEGMENTATION/train/label/MA/007-2788-100.tif,DDR-SEGMENTATION/train/label/SE/007-2788-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4107-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4107-200.tif,DDR-SEGMENTATION/train/label/HE/007-4107-200.tif,DDR-SEGMENTATION/train/label/MA/007-4107-200.tif,DDR-SEGMENTATION/train/label/SE/007-4107-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2127-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2127-100.tif,DDR-SEGMENTATION/train/label/HE/007-2127-100.tif,DDR-SEGMENTATION/train/label/MA/007-2127-100.tif,DDR-SEGMENTATION/train/label/SE/007-2127-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-1782-100.jpg,DDR-SEGMENTATION/train/label/EX/007-1782-100.tif,DDR-SEGMENTATION/train/label/HE/007-1782-100.tif,DDR-SEGMENTATION/train/label/MA/007-1782-100.tif,DDR-SEGMENTATION/train/label/SE/007-1782-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170502160732595.jpg,DDR-SEGMENTATION/valid/label/EX/20170502160732595.tif,DDR-SEGMENTATION/valid/label/HE/20170502160732595.tif,DDR-SEGMENTATION/valid/label/MA/20170502160732595.tif,DDR-SEGMENTATION/valid/label/SE/20170502160732595.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-6590-400.jpg,DDR-SEGMENTATION/train/label/EX/007-6590-400.tif,DDR-SEGMENTATION/train/label/HE/007-6590-400.tif,DDR-SEGMENTATION/train/label/MA/007-6590-400.tif,DDR-SEGMENTATION/train/label/SE/007-6590-400.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4761-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4761-200.tif,DDR-SEGMENTATION/train/label/HE/007-4761-200.tif,DDR-SEGMENTATION/train/label/MA/007-4761-200.tif,DDR-SEGMENTATION/train/label/SE/007-4761-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5803-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5803-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5803-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5803-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5803-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-1894-100.jpg,DDR-SEGMENTATION/train/label/EX/007-1894-100.tif,DDR-SEGMENTATION/train/label/HE/007-1894-100.tif,DDR-SEGMENTATION/train/label/MA/007-1894-100.tif,DDR-SEGMENTATION/train/label/SE/007-1894-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-7019-400.jpg,DDR-SEGMENTATION/valid/label/EX/007-7019-400.tif,DDR-SEGMENTATION/valid/label/HE/007-7019-400.tif,DDR-SEGMENTATION/valid/label/MA/007-7019-400.tif,DDR-SEGMENTATION/valid/label/SE/007-7019-400.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-6236-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6236-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6236-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6236-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6236-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-7025-400.jpg,DDR-SEGMENTATION/valid/label/EX/007-7025-400.tif,DDR-SEGMENTATION/valid/label/HE/007-7025-400.tif,DDR-SEGMENTATION/valid/label/MA/007-7025-400.tif,DDR-SEGMENTATION/valid/label/SE/007-7025-400.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-7023-400.jpg,DDR-SEGMENTATION/valid/label/EX/007-7023-400.tif,DDR-SEGMENTATION/valid/label/HE/007-7023-400.tif,DDR-SEGMENTATION/valid/label/MA/007-7023-400.tif,DDR-SEGMENTATION/valid/label/SE/007-7023-400.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170524181209695.jpg,DDR-SEGMENTATION/valid/label/EX/20170524181209695.tif,DDR-SEGMENTATION/valid/label/HE/20170524181209695.tif,DDR-SEGMENTATION/valid/label/MA/20170524181209695.tif,DDR-SEGMENTATION/valid/label/SE/20170524181209695.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-1829-100.jpg,DDR-SEGMENTATION/train/label/EX/007-1829-100.tif,DDR-SEGMENTATION/train/label/HE/007-1829-100.tif,DDR-SEGMENTATION/train/label/MA/007-1829-100.tif,DDR-SEGMENTATION/train/label/SE/007-1829-100.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5937-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5937-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5937-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5937-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5937-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3987-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3987-200.tif,DDR-SEGMENTATION/train/label/HE/007-3987-200.tif,DDR-SEGMENTATION/train/label/MA/007-3987-200.tif,DDR-SEGMENTATION/train/label/SE/007-3987-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5617-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5617-300.tif,DDR-SEGMENTATION/train/label/HE/007-5617-300.tif,DDR-SEGMENTATION/train/label/MA/007-5617-300.tif,DDR-SEGMENTATION/train/label/SE/007-5617-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170617103821616.jpg,DDR-SEGMENTATION/valid/label/EX/20170617103821616.tif,DDR-SEGMENTATION/valid/label/HE/20170617103821616.tif,DDR-SEGMENTATION/valid/label/MA/20170617103821616.tif,DDR-SEGMENTATION/valid/label/SE/20170617103821616.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4465-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4465-200.tif,DDR-SEGMENTATION/train/label/HE/007-4465-200.tif,DDR-SEGMENTATION/train/label/MA/007-4465-200.tif,DDR-SEGMENTATION/train/label/SE/007-4465-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-6166-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-6166-300.tif,DDR-SEGMENTATION/valid/label/HE/007-6166-300.tif,DDR-SEGMENTATION/valid/label/MA/007-6166-300.tif,DDR-SEGMENTATION/valid/label/SE/007-6166-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5079-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5079-300.tif,DDR-SEGMENTATION/train/label/HE/007-5079-300.tif,DDR-SEGMENTATION/train/label/MA/007-5079-300.tif,DDR-SEGMENTATION/train/label/SE/007-5079-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5846-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5846-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5846-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5846-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5846-300.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3430-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3430-200.tif,DDR-SEGMENTATION/train/label/HE/007-3430-200.tif,DDR-SEGMENTATION/train/label/MA/007-3430-200.tif,DDR-SEGMENTATION/train/label/SE/007-3430-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4145-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4145-200.tif,DDR-SEGMENTATION/train/label/HE/007-4145-200.tif,DDR-SEGMENTATION/train/label/MA/007-4145-200.tif,DDR-SEGMENTATION/train/label/SE/007-4145-200.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170602155248106.jpg,DDR-SEGMENTATION/valid/label/EX/20170602155248106.tif,DDR-SEGMENTATION/valid/label/HE/20170602155248106.tif,DDR-SEGMENTATION/valid/label/MA/20170602155248106.tif,DDR-SEGMENTATION/valid/label/SE/20170602155248106.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2110-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2110-100.tif,DDR-SEGMENTATION/train/label/HE/007-2110-100.tif,DDR-SEGMENTATION/train/label/MA/007-2110-100.tif,DDR-SEGMENTATION/train/label/SE/007-2110-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-2369-100.jpg,DDR-SEGMENTATION/train/label/EX/007-2369-100.tif,DDR-SEGMENTATION/train/label/HE/007-2369-100.tif,DDR-SEGMENTATION/train/label/MA/007-2369-100.tif,DDR-SEGMENTATION/train/label/SE/007-2369-100.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-3784-200.jpg,DDR-SEGMENTATION/train/label/EX/007-3784-200.tif,DDR-SEGMENTATION/train/label/HE/007-3784-200.tif,DDR-SEGMENTATION/train/label/MA/007-3784-200.tif,DDR-SEGMENTATION/train/label/SE/007-3784-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4252-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4252-200.tif,DDR-SEGMENTATION/train/label/HE/007-4252-200.tif,DDR-SEGMENTATION/train/label/MA/007-4252-200.tif,DDR-SEGMENTATION/train/label/SE/007-4252-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-4655-200.jpg,DDR-SEGMENTATION/train/label/EX/007-4655-200.tif,DDR-SEGMENTATION/train/label/HE/007-4655-200.tif,DDR-SEGMENTATION/train/label/MA/007-4655-200.tif,DDR-SEGMENTATION/train/label/SE/007-4655-200.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5269-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5269-300.tif,DDR-SEGMENTATION/train/label/HE/007-5269-300.tif,DDR-SEGMENTATION/train/label/MA/007-5269-300.tif,DDR-SEGMENTATION/train/label/SE/007-5269-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/007-5854-300.jpg,DDR-SEGMENTATION/valid/label/EX/007-5854-300.tif,DDR-SEGMENTATION/valid/label/HE/007-5854-300.tif,DDR-SEGMENTATION/valid/label/MA/007-5854-300.tif,DDR-SEGMENTATION/valid/label/SE/007-5854-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170615145539585.jpg,DDR-SEGMENTATION/valid/label/EX/20170615145539585.tif,DDR-SEGMENTATION/valid/label/HE/20170615145539585.tif,DDR-SEGMENTATION/valid/label/MA/20170615145539585.tif,DDR-SEGMENTATION/valid/label/SE/20170615145539585.tif,
DDR,train,DDR-SEGMENTATION/train/image/007-5492-300.jpg,DDR-SEGMENTATION/train/label/EX/007-5492-300.tif,DDR-SEGMENTATION/train/label/HE/007-5492-300.tif,DDR-SEGMENTATION/train/label/MA/007-5492-300.tif,DDR-SEGMENTATION/train/label/SE/007-5492-300.tif,
DDR,train,DDR-SEGMENTATION/valid/image/20170511152728021.jpg,DDR-SEGMENTATION/valid/label/EX/20170511152728021.tif,DDR-SEGMENTATION/valid/label/HE/20170511152728021.tif,DDR-SEGMENTATION/valid/label/MA/20170511152728021.tif,DDR-SEGMENTATION/valid/label/SE/20170511152728021.tif,
