dataset,split,image_path,ex_path,he_path,ma_path,se_path,tjdr_ann_path
TJDR,train,TJDR/train/image/TJDR_train_270.png,,,,,TJDR/train/annotation/TJDR_train_270.png
TJDR,train,TJDR/train/image/TJDR_train_068.png,,,,,TJDR/train/annotation/TJDR_train_068.png
TJDR,train,TJDR/train/image/TJDR_train_201.png,,,,,TJDR/train/annotation/TJDR_train_201.png
TJDR,train,TJDR/train/image/TJDR_train_413.png,,,,,TJDR/train/annotation/TJDR_train_413.png
TJDR,train,TJDR/train/image/TJDR_train_094.png,,,,,TJDR/train/annotation/TJDR_train_094.png
TJDR,train,TJDR/train/image/TJDR_train_029.png,,,,,TJDR/train/annotation/TJDR_train_029.png
TJDR,train,TJDR/train/image/TJDR_train_072.png,,,,,TJDR/train/annotation/TJDR_train_072.png
TJDR,train,TJDR/train/image/TJDR_train_047.png,,,,,TJDR/train/annotation/TJDR_train_047.png
TJDR,train,TJDR/train/image/TJDR_train_393.png,,,,,TJDR/train/annotation/TJDR_train_393.png
TJDR,train,TJDR/train/image/TJDR_train_401.png,,,,,TJDR/train/annotation/TJDR_train_401.png
TJDR,train,TJDR/train/image/TJDR_train_064.png,,,,,TJDR/train/annotation/TJDR_train_064.png
TJDR,train,TJDR/train/image/TJDR_train_106.png,,,,,TJDR/train/annotation/TJDR_train_106.png
TJDR,train,TJDR/train/image/TJDR_train_330.png,,,,,TJDR/train/annotation/TJDR_train_330.png
TJDR,train,TJDR/train/image/TJDR_train_122.png,,,,,TJDR/train/annotation/TJDR_train_122.png
TJDR,train,TJDR/train/image/TJDR_train_073.png,,,,,TJDR/train/annotation/TJDR_train_073.png
TJDR,train,TJDR/train/image/TJDR_train_404.png,,,,,TJDR/train/annotation/TJDR_train_404.png
TJDR,train,TJDR/train/image/TJDR_train_284.png,,,,,TJDR/train/annotation/TJDR_train_284.png
TJDR,train,TJDR/train/image/TJDR_train_307.png,,,,,TJDR/train/annotation/TJDR_train_307.png
TJDR,train,TJDR/train/image/TJDR_train_084.png,,,,,TJDR/train/annotation/TJDR_train_084.png
TJDR,train,TJDR/train/image/TJDR_train_162.png,,,,,TJDR/train/annotation/TJDR_train_162.png
TJDR,train,TJDR/train/image/TJDR_train_165.png,,,,,TJDR/train/annotation/TJDR_train_165.png
TJDR,train,TJDR/train/image/TJDR_train_176.png,,,,,TJDR/train/annotation/TJDR_train_176.png
TJDR,train,TJDR/train/image/TJDR_train_433.png,,,,,TJDR/train/annotation/TJDR_train_433.png
TJDR,train,TJDR/train/image/TJDR_train_262.png,,,,,TJDR/train/annotation/TJDR_train_262.png
TJDR,train,TJDR/train/image/TJDR_train_127.png,,,,,TJDR/train/annotation/TJDR_train_127.png
TJDR,train,TJDR/train/image/TJDR_train_253.png,,,,,TJDR/train/annotation/TJDR_train_253.png
TJDR,train,TJDR/train/image/TJDR_train_152.png,,,,,TJDR/train/annotation/TJDR_train_152.png
TJDR,train,TJDR/train/image/TJDR_train_273.png,,,,,TJDR/train/annotation/TJDR_train_273.png
TJDR,train,TJDR/train/image/TJDR_train_383.png,,,,,TJDR/train/annotation/TJDR_train_383.png
TJDR,train,TJDR/train/image/TJDR_train_447.png,,,,,TJDR/train/annotation/TJDR_train_447.png
TJDR,train,TJDR/train/image/TJDR_train_022.png,,,,,TJDR/train/annotation/TJDR_train_022.png
TJDR,train,TJDR/train/image/TJDR_train_415.png,,,,,TJDR/train/annotation/TJDR_train_415.png
TJDR,train,TJDR/train/image/TJDR_train_297.png,,,,,TJDR/train/annotation/TJDR_train_297.png
TJDR,train,TJDR/train/image/TJDR_train_438.png,,,,,TJDR/train/annotation/TJDR_train_438.png
TJDR,train,TJDR/train/image/TJDR_train_107.png,,,,,TJDR/train/annotation/TJDR_train_107.png
TJDR,train,TJDR/train/image/TJDR_train_298.png,,,,,TJDR/train/annotation/TJDR_train_298.png
TJDR,train,TJDR/train/image/TJDR_train_158.png,,,,,TJDR/train/annotation/TJDR_train_158.png
TJDR,train,TJDR/train/image/TJDR_train_428.png,,,,,TJDR/train/annotation/TJDR_train_428.png
TJDR,train,TJDR/train/image/TJDR_train_316.png,,,,,TJDR/train/annotation/TJDR_train_316.png
TJDR,train,TJDR/train/image/TJDR_train_181.png,,,,,TJDR/train/annotation/TJDR_train_181.png
TJDR,train,TJDR/train/image/TJDR_train_375.png,,,,,TJDR/train/annotation/TJDR_train_375.png
TJDR,train,TJDR/train/image/TJDR_train_033.png,,,,,TJDR/train/annotation/TJDR_train_033.png
TJDR,train,TJDR/train/image/TJDR_train_149.png,,,,,TJDR/train/annotation/TJDR_train_149.png
TJDR,train,TJDR/train/image/TJDR_train_265.png,,,,,TJDR/train/annotation/TJDR_train_265.png
TJDR,train,TJDR/train/image/TJDR_train_212.png,,,,,TJDR/train/annotation/TJDR_train_212.png
TJDR,train,TJDR/train/image/TJDR_train_402.png,,,,,TJDR/train/annotation/TJDR_train_402.png
TJDR,train,TJDR/train/image/TJDR_train_101.png,,,,,TJDR/train/annotation/TJDR_train_101.png
TJDR,train,TJDR/train/image/TJDR_train_245.png,,,,,TJDR/train/annotation/TJDR_train_245.png
TJDR,train,TJDR/train/image/TJDR_train_087.png,,,,,TJDR/train/annotation/TJDR_train_087.png
TJDR,train,TJDR/train/image/TJDR_train_306.png,,,,,TJDR/train/annotation/TJDR_train_306.png
TJDR,train,TJDR/train/image/TJDR_train_053.png,,,,,TJDR/train/annotation/TJDR_train_053.png
TJDR,train,TJDR/train/image/TJDR_train_151.png,,,,,TJDR/train/annotation/TJDR_train_151.png
TJDR,train,TJDR/train/image/TJDR_train_045.png,,,,,TJDR/train/annotation/TJDR_train_045.png
TJDR,train,TJDR/train/image/TJDR_train_175.png,,,,,TJDR/train/annotation/TJDR_train_175.png
TJDR,train,TJDR/train/image/TJDR_train_163.png,,,,,TJDR/train/annotation/TJDR_train_163.png
TJDR,train,TJDR/train/image/TJDR_train_448.png,,,,,TJDR/train/annotation/TJDR_train_448.png
TJDR,train,TJDR/train/image/TJDR_train_121.png,,,,,TJDR/train/annotation/TJDR_train_121.png
TJDR,train,TJDR/train/image/TJDR_train_315.png,,,,,TJDR/train/annotation/TJDR_train_315.png
TJDR,train,TJDR/train/image/TJDR_train_055.png,,,,,TJDR/train/annotation/TJDR_train_055.png
TJDR,train,TJDR/train/image/TJDR_train_035.png,,,,,TJDR/train/annotation/TJDR_train_035.png
TJDR,train,TJDR/train/image/TJDR_train_235.png,,,,,TJDR/train/annotation/TJDR_train_235.png
TJDR,train,TJDR/train/image/TJDR_train_189.png,,,,,TJDR/train/annotation/TJDR_train_189.png
TJDR,train,TJDR/train/image/TJDR_train_376.png,,,,,TJDR/train/annotation/TJDR_train_376.png
TJDR,train,TJDR/train/image/TJDR_train_372.png,,,,,TJDR/train/annotation/TJDR_train_372.png
TJDR,train,TJDR/train/image/TJDR_train_234.png,,,,,TJDR/train/annotation/TJDR_train_234.png
TJDR,train,TJDR/train/image/TJDR_train_412.png,,,,,TJDR/train/annotation/TJDR_train_412.png
TJDR,train,TJDR/train/image/TJDR_train_133.png,,,,,TJDR/train/annotation/TJDR_train_133.png
TJDR,train,TJDR/train/image/TJDR_train_092.png,,,,,TJDR/train/annotation/TJDR_train_092.png
TJDR,train,TJDR/train/image/TJDR_train_109.png,,,,,TJDR/train/annotation/TJDR_train_109.png
TJDR,train,TJDR/train/image/TJDR_train_218.png,,,,,TJDR/train/annotation/TJDR_train_218.png
